0x973C34,0x9E5B50,0x5D5C45,Elite Cecile,"20b, 25b, 30b, 35b, 40b, 45b, 50b, 55b, 60b, 65b, 70b, 75b, 80b, 90b, 100b, *120b, 150b, 200b, 240b, 300b"
0x46525C,0xEABE8E,0x2C4742,Elite Devourer,"15b, 20b, 25b, 30b, 40b, 50b, 60b, 70b, 80b, 90b, 100b, *120b, 150b, 200b"
0x43593E,0x5A523C,0x2D4844,Elite Devourer,"15b, 20b, 25b, 30b, 40b, 50b, 60b, 70b, 80b, 90b, 100b, *120b, 150b, 200b"
0x63381C,0x7A6045,0x362D2E,Elite Draconic Dreams,"20b, *40b, 50b, 70b, 100b, *120b, 150b, 250b, 300b, 400b, 500b, 600b, 700b, 800b, 1t, 2t"
0xFEF0DC,0x271B1D,0x1C1A17,Elite Draconic Dreams,"20b, *40b, 50b, 70b, 100b, *120b, 150b, 250b, 300b, 400b, 500b, 600b, 700b, 800b, 1t, 2t"
0xE7BFAA,0xA03344,0x738420,Elite Draconic Dreams,"20b, *40b, 50b, 70b, 100b, *120b, 150b, 250b, 300b, 400b, 500b, 600b, 700b, 800b, 1t, 2t"
0x4A2738,0x3F302B,0x71263E,Elite Funny Bones,"10b, 20b, 25b, 30b, 35b, 40b, 45b, 50b, 55b, 60b, 65b, *70b, 80b, 90b, 100b, 125b, 150b"
0x2C1C24,0x241921,0x745508,Elite Initiates,"30b, 35b, 40b, 45b, 50b, 55b, 60b, 65b, 70b, 75b, 80b, 90b, 100b, *120b, 150b, 180b"
0x658681,0xA6BB92,0xA3A249,Elite Kanehuar,"25b, 30b, 35b, 40b, 45b, 50b, 55b, 60b, 65b, 70b, 75b, 80b, 90b, 100b, *125b, 150b, 200b, 250b, 300b, 400b"
0x03000B,0x212F38,0x83A1A5,Elite Karkata,"30b, 35b, 40b, 45b, 50b, 55b, 60b, 65b, 70b, 75b, 80b, 90b, 100b, *125b, 150b, 200b, 240b, 300b"
0x62787A,0x363E43,0x0A1C0D,Elite Karkata,"30b, 35b, 40b, 45b, 50b, 55b, 60b, 65b, 70b, 75b, 80b, 90b, 100b, *125b, 150b, 200b, 240b, 300b"
0x6D8A88,0x5F7A75,0x435C5E,Elite Karkata,"30b, 35b, 40b, 45b, 50b, 55b, 60b, 65b, 70b, 75b, 80b, 90b, 100b, *125b, 150b, 200b, 240b, 300b"
0xEAC8A1,0xD6D6D3,0x556D78,Elite Killers,"10b, 15b, 20b, 25b, 30b, 35b, 40b, 45b, 50b, 55b, *60b"
0xE9C89E,0xA5A098,0x121717,Elite Killers,"10b, 15b, 20b, 25b, 30b, 35b, 40b, 45b, 50b, 55b, *60b"
0xF5BDA1,0xA24228,0xB0B3A7,Elite Malleus,"20b, 25b, 30b, 35b, 40b, 45b, 50b, 55b, 60b, 65b, 70b, 75b, 80b, 90b, *100b, 150b, 200b"
0x1A1415,0x29242A,0x705854,Elite Malleus,"20b, 25b, 30b, 35b, 40b, 45b, 50b, 55b, 60b, 65b, 70b, 75b, 80b, 90b, *100b, 150b, 200b"
0x121112,0x832828,0x683737,Elite Malleus,"20b, 25b, 30b, 35b, 40b, 45b, 50b, 55b, 60b, 65b, 70b, 75b, 80b, 90b, *100b, 150b, 200b"
0xC4ABAA,0x988A8C,0x232020,Elite Mangler,"20b, 25b, 30b, 35b, 40b, 45b, 50b, 55b, 60b, 65b, 70b, 75b, *80b, 90b, 100b, 125b, 150b"
0x95A5AD,0x2B2B2B,0x5F8178,Elite Mangler,"20b, 25b, 30b, 35b, 40b, 45b, 50b, 55b, 60b, 65b, 70b, 75b, *80b, 90b, 100b, 125b, 150b"
0x0F1015,0x0C0D19,0x171617,Elite Murderer,"15b, 20b, 25b, 30b, 37.5b, 45b, 50b, 55b, 60b, 65b, 70b, *75b, 80b, 90b, 100b"
0x4EB5FB,0x3A3F3F,0x2E3343,Elite Murderer,"15b, 20b, 25b, 30b, 37.5b, 45b, 50b, 55b, 60b, 65b, 70b, *75b, 80b, 90b, 100b"
0x255FFC,0x0F101B,0x24242D,Elite Murderer,"15b, 20b, 25b, 30b, 37.5b, 45b, 50b, 55b, 60b, 65b, 70b, *75b, 80b, 90b, 100b"
0x082160,0x002A46,0x909CA0,Elite Rannveig,"35b, *50b, 100b, *120b, 150b, 225b, 300b, 400b, 500b, 600b, 700b, 800b, 1t"
0x8D8402,0x010B31,0x002038,Elite Riders,"15b, 20b, 25b, 30b, 35b, 40b, 45b, 50b, 55b, 60b, 65b, 70b, 75b, *80b, 90b, 100b, 125b, 150b"
0xAA7D5A,0xD4BA8D,0x91735F,Elite Sanctuary,"55b, 60b, *70b, 80b, 90b, 100b, *125b, 150b, 200b, 300b"
0xEBDAB6,0xD4BA8D,0xB49982,Elite Sanctuary,"55b, 60b, *70b, 80b, 90b, 100b, *125b, 150b, 200b, 300b"
0xEBDBB4,0xD5BC89,0xE1C9AA,Elite Sanctuary,"55b, 60b, *70b, 80b, 90b, 100b, *125b, 150b, 200b, 300b"
0xE9BCAA,0x091F22,0x603C15,Elite Slitherer,"10b, 20b, 30b, 40b, 50b, 60b, *70b, 80b, 90b, 100b, 120b, 150b"
0xC3E1CB,0x171D27,0x8F6736,Elite Slitherer,"10b, 20b, 30b, 40b, 50b, 60b, *70b, 80b, 90b, 100b, 120b, 150b"
0xFBF17D,0x9B7255,0x88364A,Elite Warrior,"20b, 30b, 40b, 50b, 60b, 70b, *80b, 90b, 100b"
0x261D10,0x997156,0x88364A,Elite Warrior,"20b, 30b, 40b, 50b, 60b, 70b, *80b, 90b, 100b"
0xE29C64,0xF7E66F,0x9D5B39,Elite Whispers,"10b, 15b, 20b, 25b, 30b, 35b, 40b, 45b, 50b, 55b, 60b, *70b, 80b, 90b, 100b, 125b"
0x3D3C5D,0x333146,0x1B1A2B,Elite Yule Present Bearer,"50b, 60b, 70b, 80b, 90b, 100b, *120b, 150b, 200b, 225b"
0x655650,0x272B3B,0x323232,Engines of War,"^750m, 2b, 2.4b, *3b, 4b, 5b, 6b, 7b, 8b, 9b, 10b, 12.5b, 15b, 17.5b, 20b, 25b, 30b, 40b, 50b, 60b, 70b,80b, 90b, 100b, 150b"
0x7E8382,0x1D1D1A,0x131818,Erebus, 
0xB7B4AC,0x4A4F4F,0x101319,Euphronios, 
0xB7B4AC,0x4A4F4F,0x121515,Euphronios, 
0xE1D7E4,0x9C8281,0x999D9F,Euryino,"2b, ^2.25b, 2.5b, *3b, 4b, 5b, 6b, 7b, 8b, 9b, 10b, 12.5b, 15b, 17.5b, 20b, 25b, 30b, 40b, 50b, 60b, 70b, 80b, 90b, 100b, 150b"
0x3E496C,0x334D5C,0xE4DAC6,Euryino,"2b, ^2.25b, 2.5b, *3b, 4b, 5b, 6b, 7b, 8b, 9b, 10b, 12.5b, 15b, 17.5b, 20b, 25b, 30b, 40b, 50b, 60b, 70b, 80b, 90b, 100b, 150b"
0x9B93A8,0xE7B77F,0x2F200F,Euryino,"2b, ^2.25b, 2.5b, *3b, 4b, 5b, 6b, 7b, 8b, 9b, 10b, 12.5b, 15b, 17.5b, 20b, 25b, 30b, 40b, 50b, 60b, 70b, 80b, 90b, 100b, 150b"
0x274A50,0x1E3848,0x24454B,Fae Dragon,"200m, ^250m, *300m, 500m, 750m, 1b, 1.5b, 2b, 2.5b, 3b, 4b, 5b, 7.5b, 10b, 15b, 20b"
0x8F9A98,0x4A453D,0x222026,Fae Dragon,"200m, ^250m, *300m, 500m, 750m, 1b, 1.5b, 2b, 2.5b, 3b, 4b, 5b, 7.5b, 10b, 15b, 20b"
0xA3554C,0xE4CB9A,0xC3403A,Fae Dragon,"200m, ^250m, *300m, 500m, 750m, 1b, 1.5b, 2b, 2.5b, 3b, 4b, 5b, 7.5b, 10b, 15b, 20b"
0x423240,0x5F3643,0x433E3C,Fear,"^12.5b, 15b, 17.5b, 20b, 25b, 30b, 40b, 50b, 60b, 70b, 80b, 90b, *100b, 150b, 200b"
0x683443,0x544B3F,0x27282D,Fear,"^12.5b, 15b, 17.5b, 20b, 25b, 30b, 40b, 50b, 60b, 70b, 80b, 90b, *100b, 150b, 200b"
0x121024,0x10152D,0x271824,Fear,"^12.5b, 15b, 17.5b, 20b, 25b, 30b, 40b, 50b, 60b, 70b, 80b, 90b, *100b, 150b, 200b"
0x76FFA4,0x28F36F,0x636527,Fire Elemental,"200m, ^240m, *300m, 500m, 750m, 1b, 1.5b, 2b, 2.5b, 3b, 4b, 5b, 7.5b, 10b"
0x943327,0x66FF1D,0x6CFF81,Fire Elemental,"200m, ^240m, *300m, 500m, 750m, 1b, 1.5b, 2b, 2.5b, 3b, 4b, 5b, 7.5b, 10b"
0x7FFF38,0xC1FFA7,0x76682A,Fire Elemental,"200m, ^240m, *300m, 500m, 750m, 1b, 1.5b, 2b, 2.5b, 3b, 4b, 5b, 7.5b, 10b"
0x8CBCC5,0x002029,0x021220,Forest,"1b, ^1.1b, *1.25b, 1.5b, 1.75b, 2b, 2.25b, 2.5b, 2.75b, 3b, 4b, 5b, 6b, 8b, 10b, 12.5b, 15b, 20b, 25b, 30b, 35b, 40b"
0x26323C,0xC88767,0x020626,Forest,"1b, ^1.1b, *1.25b, 1.5b, 1.75b, 2b, 2.25b, 2.5b, 2.75b, 3b, 4b, 5b, 6b, 8b, 10b, 12.5b, 15b, 20b, 25b, 30b, 35b, 40b"
0x0A2733,0x354A50,0x37425A,Forest,"1b, ^1.1b, *1.25b, 1.5b, 1.75b, 2b, 2.25b, 2.5b, 2.75b, 3b, 4b, 5b, 6b, 8b, 10b, 12.5b, 15b, 20b, 25b, 30b, 35b, 40b"
0x142A45,0x291A26,0x081142,Frog-Men,"^128m, *400m, 500m, 600m, 700m, 800m, 900m, 1b, 1.25b, 1.5b, 1.75b, 2b, 2.25b, 2.5b, 2.75b, 3b"
0x8D4853,0x42272C,0x081142,Frog-Men,"^128m, *400m, 500m, 600m, 700m, 800m, 900m, 1b, 1.25b, 1.5b, 1.75b, 2b, 2.25b, 2.5b, 2.75b, 3b"
0x142A45,0x000D45,0x785463,Frog-Men,"^128m, *400m, 500m, 600m, 700m, 800m, 900m, 1b, 1.25b, 1.5b, 1.75b, 2b, 2.25b, 2.5b, 2.75b, 3b"
0x4C5556,0x955D3B,0x231C18,Frozen Spire,"1b, ^2b, *5b, 10b, 15b, 20b, 30b, 40b, 50b, 60b"
0x51557C,0xCCAD8D,0x56585A,Gataalli,"^937.5m, 1b, 1.5b, *2b, 2.5b, 3b, 4b, 5b, 6b, 7b, 8b, 9b, 10b, 12.5b, 15b, 17.5b, 20b, 25b, 30b, 40b"
0x292521,0x5A5E72,0x4A4B50,Gataalli,"^937.5m, 1b, 1.5b, *2b, 2.5b, 3b, 4b, 5b, 6b, 7b, 8b, 9b, 10b, 12.5b, 15b, 17.5b, 20b, 25b, 30b, 40b"
0xF8F7F2,0x646465,0x597988,Gataalli,"^937.5m, 1b, 1.5b, *2b, 2.5b, 3b, 4b, 5b, 6b, 7b, 8b, 9b, 10b, 12.5b, 15b, 17.5b, 20b, 25b, 30b, 40b"
0x646074,0x4B464C,0x222027,Gigantomachy,"^*500m, 750m, 1b, 1.5b, 2b, 2.5b, 5b, 8b"
0x577982,0xFDE8B2,0x3E3C42,Gigantomachy,"^*500m, 750m, 1b, 1.5b, 2b, 2.5b, 5b, 8b"
0x403D54,0x2A282B,0x545785,Gigantomachy,"^*500m, 750m, 1b, 1.5b, 2b, 2.5b, 5b, 8b"
0x444D4E,0x143143,0x617D92,Green Killers,"^250m, *300m, 400m, 500m, 750m, 1b, 1.5b, 2b, 2.5b, 3.5b, 5b"
0x525B5C,0xD5D5D6,0x0D1B24,Green Killers,"^250m, *300m, 400m, 500m, 750m, 1b, 1.5b, 2b, 2.5b, 3.5b, 5b"
0x4A515B,0x2D3836,0x42606F,Groblar, 
0xE9DACE,0x4E6C81,0x1E1B2C,Grundus,"*1, ^60m"
0x001511,0x2C4166,0x2D3534,Grundus,"*1, ^60m"
0x314A6D,0x3B5374,0x3A4247,Grundus,"*1, ^60m"
0x1C2E37,0xC4215C,0xDE2790,Gulkinari,"135m, ^150m, *180m, 225m, 300m, 550m, 900m, 1.5b"
0xD3CED4,0x232F38,0x1D1D80,Gulkinari,"135m, ^150m, *180m, 225m, 300m, 550m, 900m, 1.5b"
0x252329,0x191412,0x171717,Hammer, 
0x706F70,0x1D1C1D,0x181819,Hammer, 
0x6F6E6F,0x1E1D1E,0x191819,Hammer, 
0x181B21,0x1D1816,0x181819,Hammer, 
0x615EFE,0x838C99,0x2524F3,Hellemental,"^*300m, 500m, 750m 1b, 1.5b, 2b, 2.5b, 3b, 4b, 5b, 6b, 8b, 10b"
0x45443F,0x271ED0,0x24202A,Hellemental,"^*300m, 500m, 750m 1b, 1.5b, 2b, 2.5b, 3b, 4b, 5b, 6b, 8b, 10b"
0x132C65,0x032ACA,0x211D31,Hellemental,"^*300m, 500m, 750m 1b, 1.5b, 2b, 2.5b, 3b, 4b, 5b, 6b, 8b, 10b"
0x818179,0x353739,0x1E1F1A,Horthania,"^1.25b, 1.5b, 2b, 2.5b, *3b, 4b, 5b, 6b, 7b, 8b, 9b, 10b, 12.5b, 15b, 17.5b, 20b, 25b, 30b, 40b, 50b, 60b, 75b"
